Program,ParentProject,Project,StationName,StationCode,SampleDate,CollectionTime,LocationCode,CollectionDepth,UnitCollectionDepth,SampleTypeCode,CollectionReplicate,ResultsReplicate,LabBatch,LabSampleID,MatrixName,MethodName,Analyte,Unit,Result,Observation,MDL,RL,ResultQualCode,QACode,BatchVerification,ComplianceCode,SampleComments,CollectionComments,ResultsComments,BatchComments,EventCode,ProtocolCode,SampleAgency,GroupSamples,CollectionMethodName,TargetLatitude,TargetLongitude,CollectionDeviceDescription,CalibrationDate,PositionWaterColumn,PrepPreservationName,PrepPreservationDate,DigestExtractMethod,DigestExtractDate,AnalysisDate,DilutionFactor,ExpectedValue,LabAgency,SubmittingAgency,SubmissionCode,OccupationMethod,StartingBank,DistanceFromBank,UnitDistanceFromBank,StreamWidth,UnitStreamWidth,StationWaterDepth,UnitStationWaterDepth,HydroMod,HydroModLoc,LocationDetailWQComments,ChannelWidth,UpstreamLength,DownStreamLength,TotalReach,LocationDetailBAComments,SampleID,DW_AnalyteName,Datum,DataQuality,DataQualityIndicator,ResultDisplay,DisplayText,Censored,AnalyteDisplay,AnalyteGroup1,AnalyteGroup2,AnalyteGroup3,MatrixDisplay,Region
Surface Water Ambient Monitoring Program,SWAMP RWB1 Monitoring,RWB1 Trend Maintenance Periods FYs 2005 2006,Eel River above Dyerville,111ER2075,2/22/2006 0:00,1899-12-30 14:00:00,Bank,0.1,m,Grab,1,1,WPCL_031706_W_TOC,L-103-06-08,samplewater,EPA 415.1M,"Total Organic Carbon, Total",mg/L,1,,0.2,1,=,,VAC,Com,,,,,WQ,MPSL-DFW_Field_v1.0,MPSL-DFW,,Water_Grab,40.3489,-123.91448,Individual Collection by hand,,subsurface,LabAcidified,2/28/2006 0:00,,1/1/1950 0:00,3/17/2006 0:00,1,,DFW-WPCL,DFW-WPCL,A,Walk In,LB,5,m,100,m,0.3,m,Bridge,DS,,,,,,,,Total Organic Carbon,WGS84,Passed,,1,,,"Total Organic Carbon, Total",Inorganic,Conventional,,samplewater,1
Surface Water Ambient Monitoring Program,SWAMP RWB1 Monitoring,RWB1 Trend Monitoring 2013,Shasta River at Hwy 263,105SH1452,7/30/2013 0:00,1899-12-30 12:00:00,Midchannel,0.1,m,Grab,1,1,WPCL_10889_W_TOC,L-406-13-52,samplewater,EPA 415.1M,"Total Organic Carbon, Total",mg/L,4.51,,0.5,1,=,,VAC,Com,,,,,WQ,MPSL-DFW_Field_v1.0,RWQCB1,,Water_Grab,41.78139,-122.59678,Individual Collection by hand,,Subsurface,FieldAcidified,7/30/2013 0:00,,1/1/1950 0:00,8/22/2013 0:00,1,,DFW-WPCL,DFW-WPCL,A,Walk In,LB,3,m,15,m,0.5,m,Bridge,WI,,,,,,,,Total Organic Carbon,WGS84,Passed,,4.51,,,"Total Organic Carbon, Total",Inorganic,Conventional,,samplewater,1
Surface Water Ambient Monitoring Program,SWAMP RWB1 Monitoring,RWB1 Trend Maintenance Periods FYs 2005 2006,Laguna de Santa Rosa at Mirabel,114LAGMIR,9/12/2005 0:00,1899-12-30 11:00:00,Thalweg,0.1,m,Grab,1,1,WPCL_L-494-500-05_W_TOC,L-494-05-1,samplewater,EPA 415.1M,"Total Organic Carbon, Total",mg/L,4.3,,0.2,1,=,,VAC,Com,,,,,WQ,MPSL-DFW_Field_v1.0,MPSL-DFW,,Water_Grab,38.49376,-122.89191,Individual Collection by hand,,Subsurface,LabAcidified,9/14/2005 0:00,,1/1/1950 0:00,9/20/2005 0:00,1,,DFW-WPCL,DFW-WPCL,A,Walk In,NR,0.4,m,2,m,0.3,m,,,,,,,,,,Total Organic Carbon,WGS84,Passed,,4.3,,,"Total Organic Carbon, Total",Inorganic,Conventional,,samplewater,1
Surface Water Ambient Monitoring Program,SWAMP RWB1 Monitoring,RWB1 Trend Monitoring 2013,South Fork Trinity above Hayfork Creek,106SF3551,12/2/2013 0:00,1899-12-30 14:00:00,Midchannel,0.1,m,Grab,1,1,WPCL_11308_W_TOC,L-648-13-23,samplewater,EPA 415.1M,"Total Organic Carbon, Total",mg/L,0.77,,0.5,1,DNQ,,VAC,Com,,,,,WQ,MPSL-DFW_Field_v1.0,RWQCB1,,Water_Grab,40.60793,-123.45135,Individual Collection by hand,,Subsurface,FieldAcidified,12/2/2013 0:00,,1/1/1950 0:00,12/20/2013 0:00,1,,DFW-WPCL,DFW-WPCL,A,Walk In,,10,m,20,m,0.25,m,Bridge,WI,,,,,,,,Total Organic Carbon,WGS84,Some review needed,ResultQualCode:DNQ,0.77,DNQ result displayed as the reported value,,"Total Organic Carbon, Total",Inorganic,Conventional,,samplewater,1
Surface Water Ambient Monitoring Program,SWAMP RWB1 Monitoring,RWB1 Trend Maintenance Periods FYs 2005 2006,Mad River at Blue Lake below Hatchery,109MA1087,9/14/2005 0:00,1899-12-30 07:30:00,Bank,0.1,m,Grab,1,1,WPCL_L-494-500-05_W_TOC,L-496-05-11,samplewater,EPA 415.1M,"Total Organic Carbon, Total",mg/L,1.15,,0.2,1,=,,VAC,Com,,,,,WQ,MPSL-DFW_Field_v1.0,MPSL-DFW,,Water_Grab,40.87582,-123.99452,Individual Collection by hand,,Subsurface,LabAcidified,9/15/2005 0:00,,1/1/1950 0:00,9/20/2005 0:00,1,,DFW-WPCL,DFW-WPCL,A,Walk In,RB,1.5,m,22,m,0.3,m,Bridge,DS,,,,,,,,Total Organic Carbon,WGS84,Passed,,1.15,,,"Total Organic Carbon, Total",Inorganic,Conventional,,samplewater,1
Surface Water Ambient Monitoring Program,SWAMP RWB1 Monitoring,RWB1 Trend Maintenance Periods FYs 2005 2006,Redwood Creek at Orick,107RE0437,6/14/2006 0:00,1899-12-30 09:00:00,Bank,0.1,m,Grab,1,1,WPCL_608_W_TOC,L-307-06-08,samplewater,EPA 415.1M,"Total Organic Carbon, Total",mg/L,1.1,,0.2,1,=,,VAC,Com,,,,,WQ,MPSL-DFW_Field_v1.0,MPSL-DFW,,Water_Grab,41.28913,-124.0569,Individual Collection by hand,,subsurface,,1/1/1950 0:00,,1/1/1950 0:00,6/18/2006 0:00,1,,DFW-WPCL,DFW-WPCL,A,Walk In,RB,1,m,20,m,0.2,m,Bridge,DS,,,,,,,,Total Organic Carbon,WGS84,Passed,,1.1,,,"Total Organic Carbon, Total",Inorganic,Conventional,,samplewater,1
Surface Water Ambient Monitoring Program,SWAMP RWB1 Monitoring,RWB1 Trend Monitoring 2013,Trinity River downstream hatchery near Lewiston,106TR6801,12/2/2013 0:00,1899-12-30 16:00:00,Midchannel,0.1,m,Grab,1,1,WPCL_11308_W_TOC,L-648-13-24,samplewater,EPA 415.1M,"Total Organic Carbon, Total",mg/L,1.65,,0.5,1,=,,VAC,Com,,,,,WQ,MPSL-DFW_Field_v1.0,RWQCB1,,Water_Grab,40.7201,-122.80331,Individual Collection by hand,,Subsurface,FieldAcidified,12/2/2013 0:00,,1/1/1950 0:00,12/20/2013 0:00,1,,DFW-WPCL,DFW-WPCL,A,Walk In,RB,4,m,75,m,0.75,m,Other,US,Hydromodifcation other= fish hatchery 1/2 mile upstream,,,,,,,Total Organic Carbon,WGS84,Passed,,1.65,,,"Total Organic Carbon, Total",Inorganic,Conventional,,samplewater,1
Surface Water Ambient Monitoring Program,SWAMP RWB1 Monitoring,RWB1 Trend Maintenance Periods FYs 2005 2006,Russian River at Healdsburg Veterans Memorial Beach,114RR2940,11/14/2005 0:00,1899-12-30 11:00:00,Bank,0.1,m,Grab,1,1,WPCL_L-588-592-05_W_TOC,L-588-05-13,samplewater,EPA 415.1M,"Total Organic Carbon, Total",mg/L,1.7,,0.2,1,=,,VAC,Com,,,,"Per lab, samples were sparged together on same date",WQ,MPSL-DFW_Field_v1.0,MPSL-DFW,,Water_Grab,38.60465,-122.85993,Individual Collection by hand,,Subsurface,LabAcidified,11/17/2005 0:00,,1/1/1950 0:00,11/22/2005 0:00,1,,DFW-WPCL,DFW-WPCL,A,Walk In,RB,1,m,45,m,0.5,m,GradeControl,DS,,,,,,,,Total Organic Carbon,WGS84,Passed,,1.7,,,"Total Organic Carbon, Total",Inorganic,Conventional,,samplewater,1
Surface Water Ambient Monitoring Program,SWAMP RWB1 Monitoring,RWB1 Trend Maintenance Periods FYs 2005 2006,Russian River at Healdsburg Veterans Memorial Beach,114RR2940,2/21/2006 0:00,1899-12-30 10:30:00,Bank,0.1,m,Grab,1,1,WPCL_031706_W_TOC,L-103-06-14,samplewater,EPA 415.1M,"Total Organic Carbon, Total",mg/L,1.1,,0.2,1,=,,VAC,Com,,,,,WQ,MPSL-DFW_Field_v1.0,MPSL-DFW,,Water_Grab,38.60465,-122.85993,Individual Collection by hand,,subsurface,LabAcidified,2/28/2006 0:00,,1/1/1950 0:00,3/17/2006 0:00,1,,DFW-WPCL,DFW-WPCL,A,Walk In,LB,2,m,80,m,0.5,m,Other,DS,Dam dowstream,,,,,,,Total Organic Carbon,WGS84,Passed,,1.1,,,"Total Organic Carbon, Total",Inorganic,Conventional,,samplewater,1
Surface Water Ambient Monitoring Program,SWAMP RWB1 Monitoring,RWB1 Trend Maintenance Periods FYs 2005 2006,Russian River at Johnson's Beach,114RR1325,2/21/2006 0:00,1899-12-30 11:30:00,Bank,0.1,m,Grab,1,1,WPCL_031706_W_TOC,L-103-06-15,samplewater,EPA 415.1M,"Total Organic Carbon, Total",mg/L,1.6,,0.2,1,=,,VAC,Com,,,,,WQ,MPSL-DFW_Field_v1.0,MPSL-DFW,,Water_Grab,38.49938,-122.999,Individual Collection by hand,,subsurface,LabAcidified,2/28/2006 0:00,,1/1/1950 0:00,3/17/2006 0:00,1,,DFW-WPCL,DFW-WPCL,A,Walk In,RB,1,m,70,m,0.3,m,Bridge,US,,,,,,,,Total Organic Carbon,WGS84,Passed,,1.6,,,"Total Organic Carbon, Total",Inorganic,Conventional,,samplewater,1
Surface Water Ambient Monitoring Program,SWAMP RWB1 Monitoring,RWB1 Trend Maintenance Periods FYs 2005 2006,Russian River at Talmage (Ukiah),114RR8339,11/14/2005 0:00,1899-12-30 17:00:00,Bank,0.1,m,Grab,1,1,WPCL_L-588-592-05_W_TOC,L-588-05-18,samplewater,EPA 415.1M,"Total Organic Carbon, Total",mg/L,2.69,,0.2,1,=,,VAC,Com,,,,"Per lab, samples were sparged together on same date",WQ,MPSL-DFW_Field_v1.0,MPSL-DFW,,Water_Grab,39.14487,-123.18168,Individual Collection by hand,,Subsurface,LabAcidified,11/17/2005 0:00,,1/1/1950 0:00,11/22/2005 0:00,1,,DFW-WPCL,DFW-WPCL,A,Walk In,LB,2,m,30,m,0.4,m,,,,,,,,,,Total Organic Carbon,WGS84,Passed,,2.69,,,"Total Organic Carbon, Total",Inorganic,Conventional,,samplewater,1
Surface Water Ambient Monitoring Program,SWAMP RWB1 Monitoring,RWB1 Trend Maintenance Periods FYs 2005 2006,Scott River near Klamath River,105SC0083,2/21/2006 0:00,1899-12-30 14:00:00,Bank,0.1,m,Grab,1,1,WPCL_031706_W_TOC,L-082-06-05,samplewater,EPA 415.1M,"Total Organic Carbon, Total",mg/L,2.4,,0.2,1,=,,VAC,Com,,,,,WQ,MPSL-DFW_Field_v1.0,MPSL-DFW,,Water_Grab,41.77531,-123.03531,Individual Collection by hand,,subsurface,LabAcidified,2/22/2006 0:00,,1/1/1950 0:00,3/17/2006 0:00,1,,DFW-WPCL,DFW-WPCL,A,Walk In,RB,2,m,55,m,-88,m,Bridge,US,dup taken 100FDQ040,,,,,,,Total Organic Carbon,WGS84,Passed,,2.4,,,"Total Organic Carbon, Total",Inorganic,Conventional,,samplewater,1
Surface Water Ambient Monitoring Program,SWAMP RWB1 Monitoring,RWB1 Trend Maintenance Periods FYs 2007 2008,Trinity River at Weitchpec,106TR0008,11/14/2007 0:00,1899-12-30 10:30:00,Bank,0.1,m,Grab,1,1,WPCL_2926_W_TOC,L-669-07-70,samplewater,EPA 415.1M,"Total Organic Carbon, Total",mg/L,1.6,,0.2,1,=,,VAC,Com,,,,L-660-07-35 is  DNQ . The result was rounded up. ,WQ,MPSL-DFW_Field_v1.0,MPSL-DFW,,Water_Grab,41.18433,-123.70653,Individual Collection by hand,,Subsurface,LabAcidified,11/16/2007 0:00,,1/1/1950 0:00,11/30/2007 0:00,1,,DFW-WPCL,DFW-WPCL,A,Walk In,RB,0.1,m,50,m,0.2,m,,,,,,,,,,Total Organic Carbon,WGS84,Passed,,1.6,,,"Total Organic Carbon, Total",Inorganic,Conventional,,samplewater,1
Surface Water Ambient Monitoring Program,SWAMP RWB1 Monitoring,RWB1 Trend Monitoring 2012,Freshwater Creek at Freshwater Park,110FR4642,7/31/2012 0:00,1899-12-30 10:30:00,Midchannel,0.1,m,Grab,1,1,WPCL_9654_W_TOC,L-408-12-42,samplewater,EPA 415.1M,"Total Organic Carbon, Total",mg/L,3.98,,0.5,1,=,,VAC,Com,,,,,WQ,MPSL-DFW_Field_v1.0,RWQCB1,,Water_Grab,40.75735,-124.04958,Individual Collection by hand,,Subsurface,FieldAcidified,7/31/2012 0:00,,1/1/1950 0:00,8/17/2012 0:00,1,,DFW-WPCL,DFW-WPCL,A,Walk In,LB,1,m,7,m,0.25,m,Dam,US,summer dam and swim area u/s,,,,,,,Total Organic Carbon,WGS84,Passed,,3.98,,,"Total Organic Carbon, Total",Inorganic,Conventional,,samplewater,1
Surface Water Ambient Monitoring Program,SWAMP RWB1 Monitoring,RWB1 Trend Monitoring 2012,Freshwater Creek at Freshwater Park,110FR4642,9/18/2012 0:00,1899-12-30 08:45:00,Midchannel,0.1,m,Grab,1,1,CALTEST_M100733_W_TOC,L-576-12-56,samplewater,EPA 415.1M,"Total Organic Carbon, Total",mg/L,2.4,,0.3,1,=,H,"VAC,VQI",Qual,,,,No duplicate tested; Samples ran 1 day after 28 day hold time,WQ,MPSL-DFW_Field_v1.0,RWQCB1,,Water_Grab,40.75735,-124.04958,Individual Collection by hand,,Subsurface,FieldAcidified,9/18/2012 0:00,,1/1/1950 0:00,10/17/2012 0:00,1,,CALTEST,DFW-WPCL,A,Walk In,LB,1,m,8,m,0.25,m,,,Summer dam has been removed.,,,,,,,Total Organic Carbon,WGS84,Extensive review needed,"BatchVerification:VAC,VQI",2.4,,,"Total Organic Carbon, Total",Inorganic,Conventional,,samplewater,1
Surface Water Ambient Monitoring Program,SWAMP RWB1 Monitoring,RWB1 Trend Monitoring 2012,Gualala River at Gualala Regional Park,113GU4637,6/11/2012 0:00,1899-12-30 16:30:00,Midchannel,0.1,m,Grab,1,1,WPCL_9163_W_TOC,L-266-12-59,samplewater,EPA 415.1M,"Total Organic Carbon, Total",mg/L,,,0.5,1,ND,,VAC,Com,,,,,WQ,MPSL-DFW_Field_v1.0,RWQCB1,,Water_Grab,38.76444,-123.5171,Individual Collection by hand,,Subsurface,FieldAcidified,6/11/2012 0:00,,1/1/1950 0:00,7/6/2012 0:00,1,,DFW-WPCL,DFW-WPCL,A,Walk In,LB,8,m,52,m,1,m,,,,,,,,,,Total Organic Carbon,WGS84,Passed,,0.25,ND result displayed as 1/2 the MDL,TRUE,"Total Organic Carbon, Total",Inorganic,Conventional,,samplewater,1
Surface Water Ambient Monitoring Program,SWAMP RWB1 Monitoring,RWB1 Trend Monitoring 2012,Jacoby Creek - Lower,110JA2619,4/18/2012 0:00,1899-12-30 15:45:00,Midchannel,0.1,m,Grab,1,1,WPCL_8864_W_TOC,L-167-12-38,samplewater,EPA 415.1M,"Total Organic Carbon, Total",mg/L,3.4,,0.5,1,=,,VAC,Com,,,,,WQ,MPSL-DFW_Field_v1.0,RWQCB1,,Water_Grab,40.83205,-124.04539,Individual Collection by hand,,Subsurface,FieldAcidified,4/18/2012 0:00,,1/1/1950 0:00,4/25/2012 0:00,1,,DFW-WPCL,DFW-WPCL,A,Walk In,RB,7,m,25,m,0.25,m,Bridge,WI,,,,,,,,Total Organic Carbon,WGS84,Passed,,3.4,,,"Total Organic Carbon, Total",Inorganic,Conventional,,samplewater,1
Surface Water Ambient Monitoring Program,SWAMP RWB1 Monitoring,RWB1 Trend Monitoring 2012,Jacoby Creek - Lower,110JA2619,6/5/2012 0:00,1899-12-30 16:00:00,Midchannel,0.1,m,Grab,1,1,WPCL_9108_W_TOC,L-247-12-32,samplewater,EPA 415.1M,"Total Organic Carbon, Total",mg/L,9.61,,0.5,1,=,,VAC,Com,,,,,WQ,MPSL-DFW_Field_v1.0,RWQCB1,,Water_Grab,40.83205,-124.04539,Individual Collection by hand,,Subsurface,FieldAcidified,6/5/2012 0:00,,1/1/1950 0:00,6/20/2012 0:00,1,,DFW-WPCL,DFW-WPCL,A,Walk In,RB,2.5,m,12,m,0.3,m,Bridge,WI,,,,,,,,Total Organic Carbon,WGS84,Passed,,9.61,,,"Total Organic Carbon, Total",Inorganic,Conventional,,samplewater,1
Surface Water Ambient Monitoring Program,SWAMP RWB2 Monitoring,"RWB2 Yr1 West Marin, Solano & Alameda Co Creeks",Altamont Creek,204ALP100,1/24/2002 0:00,1899-12-30 10:14:00,Not Recorded,0.1,m,Grab,1,1,AMSTOC2902-1,10470,samplewater,EPA 415.1,"Total Organic Carbon, Total",mg/L,5.7,,0.6,0.6,=,,"VAC,VQI",QualH,,,,QAO: no DUP,WQ,MPSL-DFW_Field_v1.0,MPSL-DFW,,Water_Grab,37.70739,-121.75325,Individual Collection by hand,,,LabAcidified,1/25/2002 0:00,,1/1/1950 0:00,2/9/2002 0:00,1,,AMS,AMS,A,Walk In,LB,-88,m,1.5,m,0.4,m,NR,,,,,,,,,Total Organic Carbon,WGS84,Extensive review needed,"BatchVerification:VAC,VQI",5.7,,,"Total Organic Carbon, Total",Inorganic,Conventional,,samplewater,2
Surface Water Ambient Monitoring Program,SWAMP RWB2 Monitoring,"RWB2 Yr1 West Marin, Solano & Alameda Co Creeks",Arroyo las Positas,204ALP110,9/18/2001 0:00,1899-12-30 14:24:00,Not Recorded,0.1,m,Grab,1,1,AMS92501-2,9625,samplewater,EPA 415.1,"Total Organic Carbon, Total",mg/L,8.9,,0.6,0.6,=,,VAC,Com,,,,,WQ,MPSL-DFW_Field_v1.0,MPSL-DFW,,Water_Grab,37.70528,-121.75417,Individual Collection by hand,,,LabAcidified,9/20/2001 0:00,,1/1/1950 0:00,9/25/2001 0:00,1,,AMS,AMS,A,Walk In,NR,-88,m,5.5,m,0.56,m,NR,,,,,,,,,Total Organic Carbon,WGS84,Passed,,8.9,,,"Total Organic Carbon, Total",Inorganic,Conventional,,samplewater,2
Surface Water Ambient Monitoring Program,SWAMP RWB1 Monitoring,RWB1 Trend Monitoring 2012,Navarro River at Dimmick State Park,113NA3269,6/12/2012 0:00,1899-12-30 11:45:00,Midchannel,0.1,m,Grab,1,1,WPCL_9163_W_TOC,L-266-12-57,samplewater,EPA 415.1M,"Total Organic Carbon, Total",mg/L,,,0.5,1,ND,,VAC,Com,,,,,WQ,MPSL-DFW_Field_v1.0,RWQCB1,,Water_Grab,39.15911,-123.63861,Individual Collection by hand,,Subsurface,FieldAcidified,6/12/2012 0:00,,1/1/1950 0:00,7/6/2012 0:00,1,,DFW-WPCL,DFW-WPCL,A,Walk In,RB,2.5,m,8,m,0.5,m,,,,,,,,,,Total Organic Carbon,WGS84,Passed,,0.25,ND result displayed as 1/2 the MDL,TRUE,"Total Organic Carbon, Total",Inorganic,Conventional,,samplewater,1
Surface Water Ambient Monitoring Program,SWAMP RWB2 Monitoring,"RWB2 Yr1 West Marin, Solano & Alameda Co Creeks",Creamery Gulch,201LAG270,10/1/2001 0:00,1899-12-30 12:29:00,Not Recorded,0.1,m,Grab,1,1,AMS101701-2,9732,samplewater,EPA 415.1,"Total Organic Carbon, Total",mg/L,5,,0.6,0.6,=,,VAC,Com,Sampled underneath bridge; had no camera,,,,WQ,MPSL-DFW_Field_v1.0,MPSL-DFW,,Water_Grab,38.01356,-122.66664,Individual Collection by hand,,,LabAcidified,10/3/2001 0:00,,1/1/1950 0:00,10/17/2001 0:00,1,,AMS,AMS,A,Walk In,NR,-88,m,0.3,m,0.14,m,NR,,Very sandy! - Sediment taken ~50ft downstream of water collection site,,,,,,,Total Organic Carbon,WGS84,Passed,,5,,,"Total Organic Carbon, Total",Inorganic,Conventional,,samplewater,2
Surface Water Ambient Monitoring Program,SWAMP RWB1 Monitoring,RWB1 Trend Monitoring 2012,North Fork Gualala River at Gualala River,113NF0828,11/26/2012 0:00,1899-12-30 11:30:00,Midchannel,0.1,m,Grab,1,1,WPCL_9948_W_TOC,L-696-12-60,samplewater,EPA 415.1M,"Total Organic Carbon, Total",mg/L,2.08,,0.5,1,=,,VAC,Com,,,,,WQ,MPSL-DFW_Field_v1.0,RWQCB1,,Water_Grab,38.7901,-123.50974,Individual Collection by hand,,Subsurface,FieldAcidified,11/26/2012 0:00,,1/1/1950 0:00,12/20/2012 0:00,1,,DFW-WPCL,DFW-WPCL,A,Walk In,RB,2,m,20,m,0.5,m,,,,,,,,,,Total Organic Carbon,WGS84,Passed,,2.08,,,"Total Organic Carbon, Total",Inorganic,Conventional,,samplewater,1
Surface Water Ambient Monitoring Program,SWAMP RWB1 Monitoring,RWB1 Trend Monitoring 2012,Redwood Creek at Orick,107RE0437,4/17/2012 0:00,1899-12-30 16:15:00,Midchannel,0.1,m,Grab,1,1,WPCL_8864_W_TOC,L-165-12-34,samplewater,EPA 415.1M,"Total Organic Carbon, Total",mg/L,0.93,,0.5,1,DNQ,,VAC,Com,,,,,WQ,MPSL-DFW_Field_v1.0,RWQCB1,,Water_Grab,41.28913,-124.0569,Individual Collection by hand,,Subsurface,FieldAcidified,4/17/2012 0:00,,1/1/1950 0:00,4/25/2012 0:00,1,,DFW-WPCL,DFW-WPCL,A,Walk In,RB,9,m,55,m,1,m,,,,,,,,,,Total Organic Carbon,WGS84,Some review needed,ResultQualCode:DNQ,0.93,DNQ result displayed as the reported value,,"Total Organic Carbon, Total",Inorganic,Conventional,,samplewater,1
Surface Water Ambient Monitoring Program,SWAMP RWB2 Monitoring,"RWB2 Yr1 West Marin, Solano & Alameda Co Creeks",El Charro,204ALP010,1/24/2002 0:00,1899-12-30 08:58:00,Not Recorded,0.1,m,Grab,1,1,AMSTOC2902-1,10469,samplewater,EPA 415.1,"Total Organic Carbon, Total",mg/L,14.8,,0.6,0.6,=,,"VAC,VQI",QualH,Some foam on stream,,,QAO: no DUP,WQ,MPSL-DFW_Field_v1.0,MPSL-DFW,,Water_Grab,37.69708,-121.84964,Individual Collection by hand,,,LabAcidified,1/25/2002 0:00,,1/1/1950 0:00,2/9/2002 0:00,1,,AMS,AMS,A,Walk In,LB,-88,m,4,m,0.22,m,NR,,,,,,,,,Total Organic Carbon,WGS84,Extensive review needed,"BatchVerification:VAC,VQI",14.8,,,"Total Organic Carbon, Total",Inorganic,Conventional,,samplewater,2
Surface Water Ambient Monitoring Program,SWAMP RWB1 Monitoring,RWB1 Trend Monitoring 2012,Redwood Creek at Orick,107RE0437,9/17/2012 0:00,1899-12-30 17:15:00,Midchannel,0.1,m,Grab,1,1,CALTEST_M100733_W_TOC,L-576-12-50,samplewater,EPA 415.1M,"Total Organic Carbon, Total",mg/L,0.79,,0.3,1,DNQ,H,"VAC,VQI",Qual,,,,No duplicate tested; Samples ran 1 day after 28 day hold time,WQ,MPSL-DFW_Field_v1.0,RWQCB1,,Water_Grab,41.28913,-124.0569,Individual Collection by hand,,Subsurface,FieldAcidified,9/17/2012 0:00,,1/1/1950 0:00,10/17/2012 0:00,1,,CALTEST,DFW-WPCL,A,Walk In,RB,3,m,7,m,0.5,m,,,,,,,,,,Total Organic Carbon,WGS84,Extensive review needed,"BatchVerification:VAC,VQI",0.79,DNQ result displayed as the reported value,,"Total Organic Carbon, Total",Inorganic,Conventional,,samplewater,1
Surface Water Ambient Monitoring Program,SWAMP RWB2 Monitoring,"RWB2 Yr1 West Marin, Solano & Alameda Co Creeks",Lagunitas at Gallagher Ranch and point Reyes-Petaluma Rd. Cross,201LAG130_SWAMP,10/1/2001 0:00,1899-12-30 16:45:00,Not Recorded,0.1,m,Grab,1,1,AMS101701-2,9736,samplewater,EPA 415.1,"Total Organic Carbon, Total",mg/L,4,,0.6,0.6,=,,VAC,Com,Wadable stream to certain depth  too deep to get to middle; no camera,,,,WQ,MPSL-DFW_Field_v1.0,MPSL-DFW,,Water_Grab,38.08064,-122.7845,Individual Collection by hand,,,LabAcidified,10/3/2001 0:00,,1/1/1950 0:00,10/17/2001 0:00,1,,AMS,AMS,A,Walk In,NR,-88,m,5.8,m,0.8,m,NR,,,,,,,,,Total Organic Carbon,NR,Spatial accuracy unknown,Datum:NR,4,,,"Total Organic Carbon, Total",Inorganic,Conventional,,samplewater,2
Surface Water Ambient Monitoring Program,SWAMP RWB2 Monitoring,"RWB2 Yr1 West Marin, Solano & Alameda Co Creeks",Olema Low,201LAG040,1/21/2002 0:00,1899-12-30 14:38:00,Not Recorded,0.1,m,Grab,1,1,AMSTOC2902-2,10483,samplewater,EPA 415.1,"Total Organic Carbon, Total",mg/L,3.8,,0.6,0.6,=,,"VAC,VQI",QualH,,,,QAO: no DUP,WQ,MPSL-DFW_Field_v1.0,MPSL-DFW,,Water_Grab,38.05731,-122.80311,Individual Collection by hand,,,LabAcidified,1/25/2002 0:00,,1/1/1950 0:00,2/9/2002 0:00,1,,AMS,AMS,A,Walk In,RB,-88,m,5,m,0.6,m,NR,,,,,,,,,Total Organic Carbon,WGS84,Extensive review needed,"BatchVerification:VAC,VQI",3.8,,,"Total Organic Carbon, Total",Inorganic,Conventional,,samplewater,2
Surface Water Ambient Monitoring Program,SWAMP RWB2 Monitoring,"RWB2 Yr1 West Marin, Solano & Alameda Co Creeks",Olema Low,201LAG040,4/8/2002 0:00,1899-12-30 14:45:00,Not Recorded,0.1,m,Grab,1,1,AMSTOC5302-1,11420,samplewater,EPA 415.1,"Total Organic Carbon, Total",mg/L,5,,1,1,=,,VAC,Com,,,,,WQ,MPSL-DFW_Field_v1.0,MPSL-DFW,,Water_Grab,38.05731,-122.80311,Individual Collection by hand,,,LabAcidified,4/10/2002 0:00,,1/1/1950 0:00,5/3/2002 0:00,1,,AMS,AMS,A,Walk In,NR,-88,m,2.5,m,0.25,m,NR,,,,,,,,,Total Organic Carbon,WGS84,Passed,,5,,,"Total Organic Carbon, Total",Inorganic,Conventional,,samplewater,2
Surface Water Ambient Monitoring Program,SWAMP RWB1 Monitoring,RWB1 Trend Monitoring 2012,Smith River below Dr. Fine Bridge,103SM1917,11/15/2012 0:00,1899-12-30 07:45:00,Midchannel,0.1,m,Grab,1,1,WPCL_9943_W_TOC,L-685-12-64,samplewater,EPA 415.1M,"Total Organic Carbon, Total",mg/L,1.83,,0.5,1,=,,VAC,Com,,,,,WQ,MPSL-DFW_Field_v1.0,RWQCB1,,Water_Grab,41.89055,-124.14864,Individual Collection by hand,,Subsurface,FieldAcidified,11/15/2012 0:00,,1/1/1950 0:00,12/6/2012 0:00,1,,DFW-WPCL,DFW-WPCL,A,Walk In,RB,3,m,100,m,1,m,,,,,,,,,,Total Organic Carbon,WGS84,Passed,,1.83,,,"Total Organic Carbon, Total",Inorganic,Conventional,,samplewater,1
